	n_runs
ENSG00000286835	2
ATXN1L	2
MYOSLID	2
NCF1B	2
ENSG00000267650	2
UBOX5-AS1	2
LINC02982	2
ENSG00000237903	2
HOXC13	2
ENSG00000272625	2
ENSG00000253722	2
EOLA2-DT	2
ENSG00000269066	2
NFIB-AS1	2
TULP2	2
CD300LB	2
ENSG00000255455	2
ZNF689	2
ACBD5	2
ENSG00000236308	2
ZNF841	2
GNL3L	2
ENSG00000269194	2
SLC16A11	2
DLX2	2
LINC01099	2
GLT8D1	2
VWA2	2
ENSG00000270956	2
ENSG00000271771	2
PRXL2B	2
N4BP3	2
PEX11B	2
CXCL11	2
TRBJ2-7	2
PLAC1	2
ENSG00000203327	2
FAM245A	2
CREB3L4	2
ENSG00000286409	2
KTI12	2
ENSG00000290028	2
SLC28A2	2
ENSG00000290884	2
SEPTIN5	2
ENSG00000288848	2
VANGL1	2
ENSG00000254261	2
CR1L	2
ENSG00000269950	2
LASTR	2
ENSG00000272043	2
CBLN1	2
ANKRD9	2
NIPAL4-DT	2
PCDHB3	2
LINC02731	2
ZNF747	2
ELOC	2
KLRG1	2
ENSG00000286948	2
PKN2-AS1	2
ENSG00000276663	2
ENSG00000282386	2
CLDND1	2
PPP1R17	2
IGFBP7-AS1	2
EXOSC4	2
ENSG00000227253	2
ENSG00000286379	2
CFAP46	2
PCDHGA4	2
ENSG00000289010	2
CNTNAP2	2
ENSG00000291176	2
ANKRD46	2
ZNF552	2
ENSG00000277342	2
TSTD2	2
SPSB2	2
CYTH4	2
HHLA3	2
RAB11FIP1	2
ENSG00000287046	2
ENSG00000289029	2
MRPS35-DT	2
SMIM15	2
MTMR11	2
ENSG00000271882	2
ADM-DT	2
ENSG00000255015	2
SLC6A15	2
TOP3B	2
LINC00676	2
MSMP	2
PIGZ	2
ENSG00000288897	2
MND1	2
LINC00545	2
ENSG00000288723	2
ENSG00000267039	2
ENOPH1	2
HGS	2
ENSG00000253583	2
FOCAD-AS1	2
ENSG00000287478	2
ENSG00000288691	2
MINAR1	2
MKRN2OS	2
LINC02276	2
ENSG00000270139	2
ENSG00000258437	2
LIPC	2
POLD1	2
ENSG00000275516	2
YARS2	2
SOX21-AS1	2
CSRP3-AS1	2
ENSG00000249111	2
BCL2L10	2
DTX4	2
MYO18A	2
COL5A2	2
ADSL	2
GAGE2A	2
LINC00543	2
NOX5	2
LINC01116	2
ENSG00000272948	2
ENSG00000289241	2
NMRK2	2
LPIN3	2
CEACAM6	2
IER5	2
CPSF1	2
PKHD1L1	2
ENSG00000259756	2
TESMIN	2
GRP	2
ENSG00000289373	2
WFDC1	2
ENSG00000263220	2
SPON1-AS1	2
TTC23-AS1	2
ENSG00000287901	2
ENSG00000251034	2
RIPOR3	2
SHISA7	2
CEP295NL	2
PCDHGA5	2
ZACN	2
IMPDH1	2
ENSG00000226756	2
KLHL33	2
NKAPD1	2
ENSG00000238102	2
ENSG00000253347	2
PCDHB6	2
ENSG00000289862	2
GALNT3	2
MMP26	2
ENSG00000287619	2
ENSG00000255201	2
PITPNM2-AS1	2
ACSM1	2
ODF2-AS1	2
ENSG00000259138	2
ENSG00000285672	2
ENSG00000267108	2
ENSG00000258699	2
SLC49A3	2
MNT	2
ENSG00000251314	2
KLF11	2
KCNJ12	2
ENSG00000260086	2
MIR302CHG	2
UBE2B	2
SMIM10L2B	2
ENSG00000267786	2
ENSG00000213279	2
ENSG00000234203	2
LRIT3	2
RNASE1	2
PTPRH	2
ENSG00000285675	2
IGHV1OR15-6	2
ENSG00000260661	2
ZNF324B	2
TTC7B-AS1	2
ENSG00000228107	2
ENSG00000288538	2
FEM1A	2
ENSG00000267366	2
FAM90A26	2
KCNQ2	2
ZNF839	2
ATP5F1B	2
LINC00638	2
PNMA2	2
GCOM1	2
ENSG00000283103	2
ZNF836	2
ENSG00000289888	2
IGKV3-15	2
R3HDM2-DT	2
ENSG00000286429	2
FBXO40	2
ENSG00000288736	2
ENSG00000270072	2
ENSG00000288945	2
B3GALNT2	2
S100A10	2
ZNF606	2
IL34	2
PRKCQ-AS1	2
ENSG00000287868	2
HFM1	2
ENSG00000287585	2
ENSG00000289965	2
VN1R1	2
MYL2	2
ENSG00000267282	2
GAMT	2
SPATA22	2
SPDYE21	2
LTF	2
ENSG00000214559	2
AP1G1	2
ENSG00000269807	2
CIART	2
HMMR	2
GCH1	2
LINC00671	2
MCOLN1	2
CYYR1-AS1	2
ENSG00000286128	2
TMEM208	2
MED9	2
LINC03016	2
ZNF320	2
FBXO21	2
HDAC6	2
PDAP1	2
ENSG00000264304	2
PLET1	2
DSEL	2
NUP188	2
ENSG00000267682	2
ENSG00000289028	2
HOXA10-AS	2
ST7-OT4	2
TAB1	2
ENSG00000250057	2
ATP6V0E2-AS1	2
FAM98B	2
PCP2	2
APOL5	2
BBC3	2
ENSG00000286212	2
STEAP1	2
ENSG00000290404	2
ENSG00000288019	2
GOSR2-DT	2
NHIP	2
RPGR	2
LINC01353	2
ALKBH7	2
NDNF-AS1	2
ENSG00000279467	2
CXCR5	2
CEACAM3	2
PPP4R3C	2
MALRD1	2
PDGFD	2
ENSG00000275636	2
ALDH1A3	2
OR5C1	2
ENSG00000227076	2
ENSG00000254162	2
SLC27A1	2
ENSG00000270059	2
STYXL2	2
ENSG00000259402	2
ENSG00000287560	2
ZNF514	2
ENSG00000289523	2
MAGEB1	2
ZNF418	2
RAVER1	2
LINC01423	2
CNOT11	2
CYP4F26P	2
ENSG00000268401	2
BDNF-AS	2
ENSG00000254251	2
ENSG00000289144	2
TNFSF12	2
CAPNS2	2
PYGM	2
CFAP95	2
ADH1C	2
PRICKLE2-AS2	2
MBTPS2	2
ENSG00000288947	2
SUSD5	2
TNFAIP1	2
TWIST2	2
ENSG00000265791	2
ENSG00000286688	2
PNPLA5	2
ENSG00000290900	2
ENSG00000290579	2
ARAP1	2
CLXN	2
JAKMIP1	2
TRAF6	2
TSPEAR-AS2	2
WDR5B-DT	2
CTU1	2
SREBF1	2
CRMP1	2
CLNK	2
SF1-DT	2
SUPT4H1	2
ZFP82	2
SOWAHA	2
SLC7A2	2
GTPBP1	2
ENSG00000261630	2
ENSG00000250081	2
CHPF2	2
JAG1	2
ENSG00000232590	2
MROH8	2
CSPG4	2
TEC	2
EPB41L4A	2
WNT3	2
HOOK2	2
ALKBH8	2
CERCAM	2
PAPSS2	2
C5	2
MARK3	2
MATCAP2	2
KMT2D	2
ADGRE2	2
ENSG00000266237	2
CAMK2B	2
SENP3	2
OGN	2
PRKCG	2
SLC25A40	2
POLR2G	2
ENSG00000273248	2
POFUT1	2
ENSG00000267260	2
ENSG00000260400	2
GPR158	2
SPATA5L1	2
ACBD7	2
FAM114A1	2
MARS1	2
FAM53A	2
ASF1B	2
FGF14-IT1	2
ENSG00000226890	2
HOXA1	2
TXLNG	2
GRIN3A	2
ENSG00000262172	2
MED4-AS1	2
COL27A1	2
ZNF189	2
ENSG00000283458	2
HOXC-AS1	2
DACH2	2
CCDC113	2
CTBP1-DT	2
ST6GALNAC1	2
LIN54	2
LINC00571	2
DIPK1C	2
ELOVL7	2
ANKDD1B	2
ENSG00000290977	2
HIC2	2
ENSG00000260350	2
ENSG00000225450	2
NPIPB6	2
LINC01963	2
OPA3	2
SUPT7L	2
COL2A1	2
CLIP3	2
ZBTB5	2
PDCL	2
ENSG00000285560	2
FER1L6-AS2	2
TGFBR1	2
LILRA6	2
SERHL2	2
C10orf88	2
ENSG00000284966	2
ENSG00000274363	2
CCDC136	2
SULF2	2
ENSG00000262899	2
MTG2	2
ENSG00000260814	2
ASPG	2
JADE1	2
STX10	2
GLIPR2	2
SPANXA2-OT1	2
MGC15885	2
ZC3H12C	2
RBP4	2
ZNF609	2
SAPCD2	2
ADRB1	2
BAAT	2
HEPACAM	2
AP2A1	2
NCOA6	2
L2HGDH	2
ENSG00000285740	2
SLC25A29	2
MLC1	2
CCDC178	2
CIZ1	2
ZCWPW1	2
SFT2D3	2
C9orf40	2
RPRD1B	2
ZNF730	2
STAMBPL1	2
NIT2	2
SAFB	2
TRMT2A	2
SLC25A51	2
JMJD1C-AS1	2
HARBI1	2
TMPRSS5	2
DAAM1	2
MYO9B	2
RICTOR	2
COG6	2
MAG	2
AGAP6	2
ARMCX4	2
OPALIN	2
ENSG00000264520	2
ENSG00000265943	2
RETREG1	2
NIN	2
TRIM2	2
ENSG00000290368	2
SHC3	2
EIF2S1	2
ENSG00000256006	2
FADS2	2
ENSG00000231955	2
EDC3	2
RPL23AP7	2
ENSG00000231201	2
H2AX	2
PARD3	2
SPIN2A	2
VPS13C	2
COL13A1	2
SHMT1	2
ZBED5-AS1	2
TRAJ37	2
ZNF33B	2
ZNF876P	2
MAP3K10	2
ENSG00000287095	2
CDKL5	2
ENSG00000260185	2
ATP6V0E1	2
PYGL	2
ENSG00000273096	2
ZNF646	2
R3HDM4	2
ENSG00000259551	2
APH1B	2
RHPN2	2
NAV2-AS1	2
JDP2	2
POC1B-AS1	2
ENSG00000231867	2
JAKMIP3	2
RET	2
ABCC8	2
FEZ1	2
CCNY-AS1	2
ENSG00000267199	2
NFIC	2
CARTPT	2
SLC13A3	2
ZEB1	2
SEMA4D	2
ZNF814	2
RUFY1	2
ZNF257	2
ENSG00000290899	2
VCPIP1	2
LIMK2	2
LMBRD2	2
HSPA4L	2
ADGRA3	2
HYKK	2
ARHGAP23	2
ZNF799	2
SCG3	2
PEX12	2
ZNF571	2
ENSG00000269600	2
SPTLC2	2
ENSG00000205740	2
LECT2	2
TEX49	2
FUT2	2
ENSG00000288577	2
ENSG00000260430	2
TMEM221	2
CHST14	2
PHOSPHO2	2
PP2D1	2
ENSG00000289120	2
ACE2	2
MRPL58	2
REEP6	2
LINC02377	2
OTOGL	2
ENSG00000285664	2
ENSG00000286558	2
ENSG00000289251	2
KCTD11	2
STT3A	2
TONSL-AS1	2
MEDAG	2
THBS1	2
ENSG00000241169	2
YY2	2
LMX1B-DT	2
ENSG00000251409	2
ENSG00000290091	2
NMRAL2P	2
SEPTIN6	2
GIMAP2	2
PRRC2B	2
LGALS2	2
ENSG00000286976	2
ENSG00000236510	2
ENSG00000250764	2
ENSG00000290018	2
MIXL1	2
ANKRD44-IT1	2
HS6ST3	2
TMEM88	2
RAB11FIP2	2
TROAP	2
ZNF132	2
HIKESHI	2
ENSG00000285677	2
ENSG00000227519	2
ADH4	2
ENSG00000254802	2
ENSG00000231132	2
ENSG00000256146	2
ENSG00000267904	2
GDAP1L1	2
ENSG00000289858	2
CFAP97D2	2
FOXJ2	2
LAT	2
ENSG00000267341	2
ENSG00000259177	2
PRR29	2
ENSG00000287507	2
ARG2	2
PABPC4L	2
C18orf32	2
PWRN1	2
SCNN1B	2
RNF113B	2
PARD6G-AS1	2
RNF181	2
CFAP299	2
IGHA2	2
SNRPA1-DT	2
PPP1R15B-AS1	2
ENSG00000259468	2
LRRC14B	2
SPINK5	2
ENSG00000288781	2
RGMA	2
ENSG00000254557	2
ENSG00000264924	2
ENSG00000260060	2
GFRA1	2
ENSG00000273192	2
TTC36-AS1	2
ENSG00000287555	2
ENSG00000255340	2
SHANK2-AS1	2
EIF3CL	2
ENSG00000266850	2
FZD1	2
MARS2	2
DMRT3	2
ENSG00000229263	2
ENSG00000276317	2
ENSG00000250069	2
C1QTNF1	2
ENSG00000269085	2
ENSG00000265100	2
PNKD	2
ENSG00000289126	2
ENSG00000269044	2
PRKRA	2
IGHG2	2
ENSG00000287640	2
ENSG00000290556	2
ASB16	2
ENSG00000273289	2
ENSG00000212939	2
SRCAP	2
GSDMA	2
ENSG00000235237	2
ENSG00000290642	2
BRI3BP	2
RERGL	2
IQSEC2	2
GPBAR1	2
CAMKV	2
ASB14	2
DNAH17	2
PRPS1	2
FAM221B	2
CTDSPL2-DT	2
MITF	2
COPS7B	2
ENSG00000288075	2
FCER2	2
ENSG00000260482	2
PAXBP1-AS1	2
BHMT2	2
LINC00189	2
ENSG00000230010	2
SELENOO-AS1	2
PACSIN2	2
MAGEA3	2
P2RY2	2
SRL	2
HSDL2	2
DCBLD2	2
CRLS1	2
DSG2	2
LRRC51	2
PTPRS	2
ENSG00000286365	2
KDM7A-DT	2
LINC01864	2
ENSG00000286055	2
ENSG00000254694	2
C13orf46	2
CA13	2
ENSG00000288033	2
TENM4	2
ENSG00000278341	2
IL17C	2
ENSG00000279278	2
CD3D	2
MFNG	2
PCDHA13	2
ENSG00000260145	2
ENSG00000280011	2
NEFH	2
ARL10	2
BARHL1	2
WDR53	2
ZNF233	2
ENSG00000260132	2
ENSG00000269901	2
ENSG00000259711	2
CD19	2
LINC01315	2
DCAF8	2
GATC	2
DHX29	2
NIF3L1	2
AVPI1	2
PANK1	2
KCTD15	2
MTMR7	2
POLR1A	2
PLA2G4F	2
MAP1A	2
ENSG00000272368	2
HBD	2
ENSG00000290061	2
ANKRD18A	2
LINC01396	2
TRAM1L1	2
ENSG00000274297	2
SLC12A9	2
PCDHGA12	2
GPR78	2
SYPL2	2
ENSG00000259437	2
ENSG00000291174	2
ATG12	2
CBLL1	2
BCS1L	2
HSP90B1	2
ENSG00000289272	2
SLC1A3	2
VAMP8	2
ENSG00000272037	2
DTL	2
ENSG00000276148	2
NUTM2F	2
ENSG00000290773	2
ENSG00000281195	2
TIAM1-AS1	2
NDUFS1	2
SOCS5	2
ENSG00000289950	2
ENSG00000274270	2
RFPL2	2
CDC42EP2	2
LINC02551	2
WDR5B	2
ZNF671	2
PSD2	2
UBL7	2
PDGFA-DT	2
LFNG	2
LAMC1-AS1	2
PPP1R16A	2
MARCHF11-AS1	2
LINC02449	2
LIMS2	2
DIAPH1-AS1	2
ENSG00000231405	2
PRR22	2
ARPC1B	2
EPPK1	2
DLG5-AS1	2
ZBTB26	2
AKAP9	2
EQTN	2
DLX3	2
ENSG00000277744	2
LRATD2	2
PELO-AS1	2
ZNF740	2
CENPVL3	2
CNTNAP3	2
CSNK1G2-AS1	2
PAN2	2
ENSG00000286943	2
ENSG00000283913	2
ENSG00000275582	2
ENSG00000286044	2
TAS2R46	2
SMAD7	2
OMG	2
SLC25A23	2
ZDHHC23	2
SNN	2
ENSG00000288700	2
SOST	2
GPR84-AS1	2
TERF2IP	2
HEXIM2-AS1	2
FRMD4A	2
GTF3C4	2
ZNF3	2
ENSG00000291048	2
IL1B	2
ENSG00000264548	2
TICAM2-AS1	2
PTGIR	2
IL12RB1	2
TEX22	2
ENSG00000256658	2
EOGT-DT	2
ZNF385A	2
ARHGAP33	2
ENSG00000286549	2
AZU1	2
SMN2	2
H1-10-AS1	2
MPHOSPH10P1	2
CXorf65	2
ENSG00000291117	2
ENSG00000267943	2
RPL32	2
ENSG00000235880	2
FGF22	2
ASPHD2	2
LMNB1-DT	2
SCARNA9	2
ENSG00000255237	2
GRAMD1C	2
PTPRG	2
ENSG00000286756	2
TIAL1	2
SPINDOC	2
GYG1	2
ENSG00000205622	2
PAFAH1B3	2
ENSG00000286004	2
IL12A	2
ENSG00000262884	2
NRAP	2
EMP1	2
POLB	2
BRD7	2
ENSG00000268309	2
LINC02436	2
ENSG00000289496	2
SEPSECS-AS1	2
LINC02709	2
CAV1	2
ENSG00000250015	2
ENSG00000232754	2
ENSG00000271825	2
PITPNA-AS1	2
TNKS2-DT	2
RNF122	2
HSPB9	2
ENSG00000267387	2
NARF-IT1	2
ZNF766	2
ENSG00000206567	2
IPMK	2
ENSG00000261560	2
ENSG00000268499	2
RXYLT1	2
PLSCR1	2
LARGE1-AS1	2
TICAM1	2
ENSG00000228417	2
ACSL4	2
UBE2D4	2
LCP2	2
ENSG00000290455	2
RDH5	2
HSPA12B	2
ENSG00000233379	2
PROKR2	2
ENSG00000255621	2
CD300C	2
SIGLEC9	2
ENSG00000278434	2
ZNF114-AS1	2
ENSG00000277386	2
COQ8B	2
ENSG00000250604	2
SERPINF2	2
ENSG00000261114	2
CDC45	2
TXNRD3	2
SYNE4	2
HPSE2	2
XAGE3	2
LINC02427	2
ENSG00000256325	2
ENSG00000289993	2
ENSG00000286738	2
LINC02775	2
ATP2A1-AS1	2
TIMM44	2
ZFC3H1	2
GNG2	2
RBM25	2
ENSG00000267089	2
CCDC38	2
ENSG00000261692	2
ENSG00000267857	2
ENSG00000229855	2
ENSG00000254340	2
GLCCI1-DT	2
SCMH1-DT	2
ENSG00000251434	2
ECSCR	2
ENSG00000287185	2
ENSG00000289614	2
LINC02381	2
TMEM167B-DT	2
RPS6KB2-AS1	2
ENSG00000287937	2
LINC02960	2
VILL	2
DHRS7B	2
ENSG00000247228	2
ENSG00000287857	2
ENSG00000256139	2
ENSG00000259280	2
GUCY1B1	2
ENSG00000265128	2
TEFM	2
MMP25-AS1	2
ENSG00000238171	2
ENSG00000254847	2
ENSG00000278493	2
ENSG00000291202	2
ZDHHC20-IT1	2
RUBCNL	2
CORO7	2
ADAM9	2
ENSG00000288623	2
TNKS	2
ACTN4	2
CYFIP2	2
PSMA1	2
LINC02754	2
CDC42SE2	2
TXNDC11	2
CCNK	2
ENSG00000257342	2
B4GALNT3	2
ENSG00000289260	2
FBXL15	2
ATP5MGL	2
MRPS31	2
PSMD6	2
MIER3	2
ENSG00000263394	2
ENSG00000214915	2
NXPE3	2
RSRC2	2
SNHG4	2
ACIN1	2
PBX1-AS1	2
MARVELD2	2
LINC02320	2
CHRNA7	2
ENSG00000263680	2
ENSG00000236377	2
SFRP1	2
LYSET	2
HMOX1	2
ATG10-AS1	2
ENSG00000289514	2
TBC1D26	2
ENSG00000268472	2
SCUBE2	2
ENSG00000255345	2
ENSG00000285935	2
WDR83OS	2
MBLAC1	2
TAF5	2
ENSG00000286437	2
C19orf44	2
ENSG00000272566	2
DIPK2A	2
MAFTRR	2
TKTL1	2
EIF2B5	2
CD160	2
ENSG00000287574	2
ENSG00000288025	2
ENSG00000228201	2
LINC02692	2
BCL2L15	2
PSMD7-DT	2
JAZF1-AS1	2
HM13-AS1	2
CCDC112	2
ADCY7	2
TOMM34	2
ENSG00000291068	2
IST1	2
PFKM	2
PGAM5	2
BBS4	2
SAA2	2
FLT3LG	2
ENSG00000267568	2
ENSG00000269970	2
GPR22	2
INTU	2
SLC7A6	2
ENSG00000241490	2
TRGV8	2
UBE2D2	2
LINC01638	2
BHLHA15	2
BNIP1	2
MEGF11	2
LINC00520	2
SLC38A10	2
NCMAP-DT	2
IWS1	2
MED6	2
SHANK1	2
STK24	2
TIGAR	2
ENSG00000286787	2
ZNF692	2
ZNF223	2
DERL2	2
ENSG00000287965	2
TMEM191A	2
ENSG00000272420	2
ZBTB20-AS5	2
TEAD2	2
GPHA2	2
PGA3	2
ENSG00000227240	2
SLC6A6	2
RETN	2
DHRS2	2
ENSG00000179253	2
ENSG00000237356	2
LINC02398	2
PAK6	2
ZNF622	2
ENSG00000260949	2
ENSG00000270277	2
CAMK2N2	2
MYPOP	2
ENSG00000288782	2
AAR2	2
BCL2L11	2
XXYLT1-AS2	2
RFC2	2
SEC22B	2
BMS1P1	2
SHOC2	2
DNAJC10	2
AMZ2	2
APH1A	2
ODAPH	2
ATG4C	2
SWI5	2
POC1B	2
ZC3H3	2
ENSG00000274265	2
CD247	2
REEP3	2
TRAV18	2
ZBED5	2
LSM14A	2
NOL10	2
ERCC6L2-AS1	2
PDE3A	2
RCOR1	2
NOP58	2
NCKAP1	2
ACSS2	2
NDUFA6-DT	2
ENSG00000256948	2
NAALADL2	2
XCL2	2
CCDC28B	2
ENSG00000269889	2
LAT2	2
NTAQ1	2
TPO	2
GRAPL	2
EFHB	2
LRRC23	2
LINC02814	2
MPLKIP	2
BMS1	2
HNRNPLL	2
HM13	2
MRGPRE	2
ELK3	2
DAP	2
IFRD1	2
NOLC1	2
ACBD6	2
NKX2-5	2
MED12	2
GPNMB	2
TGFB1	2
UBE2L3	2
OTUD1	2
ENSG00000291203	2
ENSG00000290013	2
ENSG00000291262	2
LINC01765	2
MAP1LC3B2	2
ENSG00000289457	2
FAP	2
WASHC3	2
PTBP1	2
ENSG00000251144	2
PAM	2
ZNF19	2
ZBTB48	2
LINC00324	2
NDUFA5	2
POGLUT3	2
IGF2BP2	2
CPNE1	2
NSL1	2
DYRK3	2
UBE2R2	2
GATA3	2
SNAP47	2
ENSG00000288788	2
IGFL2	2
MME	2
XXYLT1	2
ENSG00000254810	2
ENSG00000277687	2
ENSG00000232006	2
CEBPZ	2
RHOBTB3	2
CCDC6	2
HP1BP3	2
OSMR	2
EPM2AIP1	2
HAND1	2
MGLL	2
RNASEH2A	2
ENSG00000228395	2
MALINC1	2
ADARB1	2
ENSG00000271201	2
EML4	2
DBP	2
CACNA2D4	2
SEM1	2
ENSG00000290882	2
SBSPON	2
ENSG00000272121	2
ENSG00000285520	2
GPR171	2
ENSG00000276527	2
TIGD6	2
TBC1D19	2
RAD21L1	2
ENSG00000251095	2
VCL	2
ODC1	2
TDRD9	2
ENSG00000254092	2
HOXC9	2
PPP2R2D	2
ARHGAP15	2
B3GNTL1	2
VRK3	2
WSB2	2
CDCA8	2
PDGFRA	2
ABCF2	2
EEF1AKMT2	2
VPS4A	2
CHEK2	2
TLE4	2
DOHH	2
CYP2U1	2
LINC02130	2
RAB33B	2
RNF20	2
LTK	2
GALNT12	2
FYB1	2
GJA9	2
TSTD1	2
ENSG00000287943	2
SIL1	2
SEPHS1	2
ENSG00000289872	2
FAM229A	2
RAB5C-AS1	2
ALDH7A1	2
LINC01747	2
S100A4	2
SYNPO2L-AS1	2
TMEM238	2
FBXW9	2
TYW5	2
ENSG00000235078	2
NHEJ1	2
AGBL1	2
APBB1	2
ENSG00000206028	2
KTN1-AS1	2
TRAV8-6	2
ENSG00000285873	2
C16orf54	2
ENSG00000225140	2
CTXN3	2
ARHGEF1	2
CLCNKA	2
DUSP26	2
LDAH	2
LYPD8	2
BNC2-AS1	2
UBIAD1	2
ENSG00000287466	2
FLJ16779	2
ENSG00000271751	2
ZNF845	2
RPS6KA1	2
GCSAM	2
ENSG00000255321	2
C2CD4C	2
KRT8	2
DPP10-AS1	2
ERBB3	2
ATXN7L2	2
HNRNPD	2
ENSG00000287584	2
MYBPHL	2
PPP2R3C	2
RSU1	2
USP9X	2
MYL6	2
SPTY2D1	2
LCT	2
ZNF22-AS1	2
ENSG00000276842	2
AKR7A2	2
RAC3	2
LINC00354	2
PTER	2
BABAM2	2
KC6	2
KCND3-AS1	2
ITGA11	2
USH1C	2
RBKS	2
PPP1R21-DT	2
ETHE1	2
ARHGEF16	2
PRF1	2
GPR153	2
NCR3LG1	2
H2BP1	2
ENSG00000228863	2
DEPDC1	2
NUDT16	2
ENSG00000291224	2
FAM106A	2
ZNF574	2
MMEL1	2
VLDLR-AS1	2
ENSG00000268403	2
DNAJC21	2
OR2D3	2
ENSG00000259553	2
ZNF516-AS1	2
MOGAT1	2
LINC02391	2
PRKCH-AS1	2
PDX1	2
IL15RA	2
MGC4859	2
TBL2	2
CFAP74	2
MIR762HG	2
RFTN2	2
TRABD-AS1	2
ENSG00000286289	2
ENSG00000254048	2
FABP6	2
SLC41A3-AS1	2
APLNR	2
ENSG00000285973	2
ZNF25	2
PAQR7	2
LINC00393	2
FAM124A	2
RNF19B	2
ENSG00000259453	2
LINC01679	2
PADI2	2
ENSG00000289112	2
ZNF135	2
ENSG00000287289	2
ENSG00000237301	2
ENSG00000290888	2
LINC02422	2
CDKN1C	2
TMEM81	2
ABCB7	2
BMP8A	2
HMX3	2
CDS2	2
TMEM8B	2
RAB6B	2
ENSG00000257764	2
IGHV3-43	2
NAPSB	2
TUSC7	2
TAF6L	2
TICRR	2
XK	2
ABR	2
POC1A	2
KANK2	2
SENP2	2
XPNPEP2	2
TRAV8-3	2
BTG3-AS1	2
ENSG00000228086	2
SLCO1A2	2
SLC25A34	2
AGMAT	2
CD274	2
IL17RE	2
ADCK1	2
ENSG00000255421	2
BLOC1S3	2
FAM161A	2
RRP15	2
ENSG00000270823	2
LINC02446	2
CHST7	2
CELF3	2
TMEM25	2
ZNF436	2
CAPZA2	2
STAG3L4	2
GIN1	2
SWAP70	2
RAP1B	2
GTF2E1	2
ENSG00000284707	2
NT5DC2	2
CD8B	2
TMSB15B	2
BIN1	2
UPF2	2
HUS1	2
SSX2IP	2
ESCO2	2
ENSG00000260592	2
CDCA2	2
ATG9B	2
CCNI2	2
C7orf50	2
PHF13	2
CACNB3	2
STARD3NL	2
ENSG00000277476	2
LINC02321	2
APTR	2
ATP11C	2
CDK5	2
LCT-AS1	2
SMIM33	2
SLC29A4	2
OST4	2
CCR5AS	2
ENSG00000289976	2
PIFO	2
ENSG00000290347	2
GNAT2	2
TOMM40L	2
ENSG00000289268	2
CCR5	2
TRAV17	2
ENSG00000289339	2
ENSG00000275437	2
MICALL2	2
TDRKH	2
TRAF5	2
NIPA1	2
TTC27	2
LINC01182	2
IL33	2
ENSG00000272953	2
CCDC117	2
GNG8	2
LGALS9B	2
FRMD6-AS2	2
ZBTB1	2
BTBD2	2
LINC02575	2
ADGRL3	2
TIMP4	2
ENSG00000231128	2
C19orf47	2
SYK	2
PSPH	2
ACY3	2
TNFRSF11A	2
FCHSD1	2
XRCC2	2
LINC01993	2
ENSG00000247193	2
DLEU2L	2
ENSG00000260657	2
SCN4B	2
TAGLN2	2
EPOR	2
FAM20A	2
PSG4	2
PCDHGA6	2
ENSG00000289065	2
NLGN2	2
GSTM2	2
PCAT6	2
ENSG00000291209	2
YBX1	2
ENSG00000283118	2
CDC42-IT1	2
ACSM5	2
CMTM3	2
ENSG00000269915	2
TEX26	2
FLT3	2
ADAMTSL4	2
PPP1R35-AS1	2
GP1BB	2
ARHGEF15	2
SLC16A2	2
FMR1-IT1	2
HSD17B2-AS1	2
ADGRL4	2
ENSG00000289584	2
IL15	2
PCDHGA10	2
MCC	2
RCC2-AS1	2
ATP8B2	2
REV1	2
LINC02451	2
AKTIP	2
MOV10	2
LINC00595	2
STIMATE	2
MTCL1	2
ARHGEF7-IT1	2
WFDC2	2
DZANK1	2
ARF1	2
RHOD	2
CCDC188	2
PPM1B	2
SLC25A16	2
ENSG00000279463	2
MBP	2
MEF2A	2
ENSG00000260378	2
TTC39C	2
ENSG00000258380	2
GLI1	2
ZNF2	2
DIRAS3	2
CLK1	2
NKX2-6	2
HUNK	2
FADS1	2
H2AJ	2
BRD8	2
PPP6C	2
HGSNAT	2
ENSG00000290560	2
FCN3	2
ENSG00000261573	2
RDH14	2
COG2	2
ENSG00000253805	2
ENSG00000258987	2
CASP12	2
TMEM269	2
RAPGEF5	2
HES1	2
IGIP	2
ENSG00000237994	2
CCL11	2
S100G	2
ENTHD1	2
SYT1	2
ENSG00000267868	2
NRDC	2
PCDHGB7	2
ENSG00000272211	2
LARP4	2
GPR21	2
ITGB3BP	2
ENSG00000260978	2
ENSG00000272235	2
ENSG00000272386	2
ENSG00000223732	2
LPP-AS1	2
MACROD2	2
COP1	2
DPYD-AS2	2
TMEM200C	2
MYO5B	2
TTC21B-AS1	2
SCAMP3	2
STXBP4	2
OGDH	2
FAM200A	2
ZMYND11	2
MPHOSPH9	2
SMIM10L2A	2
LINC02716	2
ENSG00000289879	2
GNLY	2
GPAT4	2
ENSG00000249406	2
INPP1	2
NOL3	2
PLXDC1	2
MAP3K21	2
LEPROT	2
POLD4	2
ENSG00000277684	2
ENSG00000224100	2
ENSG00000260257	2
NACAD	2
UTP3	2
PKLR	2
NLRC4	2
HPGDS	2
ENSG00000231731	2
EGFR-AS1	2
TMEM51	2
NPRL2	2
ENSG00000286773	2
AQP7	2
TEX35	2
ADD3	2
MCOLN2	2
CCDC125	2
INPPL1	2
ENSG00000278112	2
DEPDC7	2
PIGS	2
THAP8	2
PPIH	2
ZDHHC8	2
DYNLRB2-AS1	2
EPB41L3	2
GABBR2	2
ENSG00000257386	2
TMEFF2	2
LINC01224	2
DDX20	2
