gene	pval	effect	n_pas	qval	sig
ENSG00000161671	0.000999000999000999	0.33835729719636143	37	0.0034784714626611857	True
ENSG00000161813	0.000999000999000999	0.565906745473309	50	0.0034784714626611857	True
ENSG00000278540	0.000999000999000999	0.4229229229229229	41	0.0034784714626611857	True
ENSG00000278730	0.000999000999000999	0.3133640552995392	14	0.0034784714626611857	True
ENSG00000281649	0.000999000999000999	0.19982533640365305	30	0.0034784714626611857	False
ENSG00000278053	0.000999000999000999	0.40683562674335777	36	0.0034784714626611857	True
ENSG00000278311	0.000999000999000999	0.19723922752107334	23	0.0034784714626611857	False
ENSG00000012061	0.000999000999000999	0.1809652589972956	23	0.0034784714626611857	False
ENSG00000012660	0.000999000999000999	0.33213336456307213	40	0.0034784714626611857	True
ENSG00000012779	0.000999000999000999	0.05405405405405407	12	0.0034784714626611857	False
ENSG00000156802	0.000999000999000999	0.41598636269973593	38	0.0034784714626611857	True
ENSG00000156831	0.000999000999000999	0.35149425287356323	31	0.0034784714626611857	True
ENSG00000160813	0.000999000999000999	0.11522771605461793	5	0.0034784714626611857	False
ENSG00000156642	0.000999000999000999	0.35732600732600733	25	0.0034784714626611857	True
ENSG00000156650	0.000999000999000999	0.6033386327503975	26	0.0034784714626611857	True
ENSG00000156738	0.000999000999000999	0.406278710974743	48	0.0034784714626611857	True
ENSG00000160633	0.000999000999000999	0.3061530494732693	23	0.0034784714626611857	True
ENSG00000013810	0.000999000999000999	0.3727392063836605	11	0.0034784714626611857	True
ENSG00000017260	0.000999000999000999	0.4734842015371478	55	0.0034784714626611857	True
ENSG00000017483	0.000999000999000999	0.01960784313725493	5	0.0034784714626611857	False
ENSG00000015475	0.000999000999000999	0.12110261118912709	13	0.0034784714626611857	False
ENSG00000015479	0.000999000999000999	0.2708136945268223	51	0.0034784714626611857	True
ENSG00000014123	0.000999000999000999	0.2791501976284585	31	0.0034784714626611857	True
ENSG00000014138	0.000999000999000999	0.21807923564780493	23	0.0034784714626611857	True
ENSG00000014824	0.000999000999000999	0.39376468076019644	46	0.0034784714626611857	True
ENSG00000014919	0.000999000999000999	0.41131719796680916	43	0.0034784714626611857	True
ENSG00000156502	0.000999000999000999	0.4300699300699301	20	0.0034784714626611857	True
ENSG00000156504	0.000999000999000999	0.22649572649572652	13	0.0034784714626611857	True
