statistic	pval	effect_equal_donor	effect_pooled_counts	hi_celltype	lo_celltype	n_features	n_celltypes	n_donors	min_donors_per_celltype	max_donors_per_celltype	gene	qval	sig
0.0004710041654088278	0.006993006993006993	0.2106042408770531	0.2567402288045974	Plasma cell	NK	2	7	13	4	13	ZNF106	0.4751131221719457	False
0.0002303554388898101	0.007992007992007992	0.44124558032413597	0.47992787898655925	Plasma cell	Dendritic cell	2	7	10	3	10	AHNAK	0.4816053511705685	False
0.00023016951701874302	0.007992007992007992	0.21597416744475584	0.18765227984684996	T cell	Dendritic cell	2	4	5	3	5	C1QBP	0.4816053511705685	False
7.947074469712455e-05	0.007992007992007992	0.2100095711979783	0.31083540115798186	B cell	Dendritic cell	2	5	9	4	9	CAT	0.4816053511705685	False
0.0010525755065279585	0.007992007992007992	0.04850818886224517	0.19736766241503678	T cell	Monocyte	2	3	6	4	6	CD6	0.4816053511705685	False
0.0002641220261142187	0.007992007992007992	0.13339314203301128	0.2600146219171914	T cell	Plasma cell	2	7	9	3	8	FRG1	0.4816053511705685	False
0.0030569045899785235	0.007992007992007992	0.2459544374064636	0.24776580410460564	T cell	Erythroid	2	4	7	3	7	GABPB2	0.4816053511705685	False
0.0004678392690630393	0.007992007992007992	0.21661897753078863	0.39759501299483974	NK	Erythroid	2	5	7	3	6	NDUFS6	0.4816053511705685	False
0.0009410500444045631	0.007992007992007992	0.25771985503110323	0.4842081189251001	T cell	B cell	2	7	10	3	10	SDHD	0.4816053511705685	False
0.0005220901622690655	0.007992007992007992	0.15075390710521852	0.18452025861374005	B cell	Dendritic cell	2	6	16	5	16	SEH1L	0.4816053511705685	False
0.00014728408176306577	0.007992007992007992	0.09018409889017731	0.23074783153505907	NK	Dendritic cell	2	7	9	5	9	USP15	0.4816053511705685	False
0.0004935077379860911	0.007992007992007992	0.11089877501334816	0.07372309669129457	Erythroid	B cell	2	5	13	4	12	UTP23	0.4816053511705685	False
0.0014020895671666958	0.007992007992007992	0.12947517752326093	0.2334766543500168	Monocyte	Dendritic cell	2	6	7	4	7	ZC3H11A	0.4816053511705685	False
0.0013763109888430543	0.007992007992007992	0.17258378999415125	0.24447648624667256	Dendritic cell	T cell	2	5	10	4	8	ZNF567	0.4816053511705685	False
0.00047694050304123933	0.008991008991008992	0.10250567034996722	0.05880353723741788	T cell	Monocyte	2	3	5	4	5	A2M	0.5024813895781638	False
0.00017228392798932088	0.008991008991008992	0.2602155488195147	0.17527353669624107	T cell	Plasma cell	2	7	18	4	17	ABCC4	0.5024813895781638	False
0.0008243901165212662	0.008991008991008992	0.16539709830135624	0.22251247046468886	T cell	Monocyte	2	4	8	3	6	DAG1	0.5024813895781638	False
0.0023649291791626977	0.008991008991008992	0.20864698669433646	0.1699121027721433	Erythroid	B cell	2	4	4	3	3	ENSG00000274265	0.5024813895781638	False
0.00044905930205224105	0.008991008991008992	0.3007713612552324	0.24261554500173754	NK	Dendritic cell	2	5	9	3	9	INSYN2B	0.5024813895781638	False
0.0011207476416599603	0.008991008991008992	0.19908560476548715	0.19539534539534537	T cell	B cell	2	6	13	4	13	IVD	0.5024813895781638	False
0.00046318709794276815	0.008991008991008992	0.05095197879040342	0.2943787880517287	Dendritic cell	NK	2	7	13	4	13	UHRF2	0.5024813895781638	False
0.0011120727453279816	0.008991008991008992	0.4487692058513966	0.5618232151973337	Plasma cell	NK	2	7	11	4	11	UQCRFS1	0.5024813895781638	False
0.0007261162213632078	0.008991008991008992	0.10747017605589015	0.21915190552871716	Dendritic cell	Erythroid	2	6	13	3	12	ZDHHC2	0.5024813895781638	False
0.0012246795867156537	0.00999000999000999	0.24395191167468394	0.2885395537525355	Dendritic cell	Erythroid	2	5	7	3	7	ANKRA2	0.5113636363636364	False
0.0018724799067476351	0.00999000999000999	0.10540475544763439	0.11824324324324326	Erythroid	T cell	2	4	6	3	6	CC2D2B	0.5113636363636364	False
0.0006356759923647266	0.00999000999000999	0.11027283759748462	0.12417730823802929	Monocyte	Erythroid	2	3	4	3	4	CDKN2AIPNL	0.5113636363636364	False
0.0007674602501756293	0.00999000999000999	0.10139493472586464	0.11658610393262187	Monocyte	NK	2	4	9	3	7	CERS4	0.5113636363636364	False
0.00021956643681274882	0.00999000999000999	0.08276129080857375	0.09818959684165102	Monocyte	NK	2	7	13	6	13	CNOT1	0.5113636363636364	False
0.004495097602241492	0.00999000999000999	0.14549046226677803	0.13639601139601143	Erythroid	NK	2	3	4	3	4	DNAJC17	0.5113636363636364	False
